Date,Open,High,Low,Close,Adj Close,Volume
2002-02-13,9.432334,9.632153,9.382380,9.527702,6.377144,14681174
2002-02-14,9.604905,9.604905,9.445958,9.482289,6.346747,21178836
2002-02-15,9.595822,9.595822,9.150772,9.246140,6.188687,20710911
2002-02-19,9.132607,9.323342,8.969119,8.973660,6.006308,15208333
2002-02-20,9.082652,9.100817,8.773842,9.000908,6.024547,11759341
2002-02-21,9.037239,9.082652,8.773842,8.837421,5.915120,12699595
2002-02-22,8.778383,8.919164,8.596730,8.760218,5.863447,13138013
2002-02-25,8.764759,9.082652,8.764759,9.073569,6.073180,16694463
2002-02-26,9.264305,9.377838,8.978202,9.087193,6.082300,21633769
2002-02-27,9.259764,9.309718,9.014532,9.096276,6.088378,13164437
2002-02-28,9.264305,9.264305,9.082652,9.137148,6.115736,16984466
2002-03-01,9.141689,9.346049,9.059946,9.178020,6.143094,14958406
2002-03-04,9.264305,9.650318,9.218892,9.332425,6.271263,22494751
2002-03-05,9.400545,9.695731,9.341508,9.355132,6.286522,29742634
2002-03-06,9.237057,9.318801,9.009991,9.164396,6.158351,35396049
2002-03-07,9.218892,9.287012,9.009991,9.082652,6.103422,36426365
2002-03-08,9.173479,9.491371,9.150772,9.350590,6.283472,42385637
2002-03-11,9.309718,9.636694,9.300636,9.527702,6.402486,24808393
2002-03-12,9.332425,9.441417,9.218892,9.336966,6.274315,27242043
2002-03-13,9.309718,9.509537,9.128065,9.132607,6.136990,39092106
2002-03-14,9.132607,9.141689,8.801090,8.810173,5.920321,28846420
2002-03-15,8.969119,8.987284,8.560400,8.651226,5.813508,36207926
2002-03-18,8.810173,9.146231,8.705722,8.742053,5.874543,43649365
2002-03-19,8.991826,9.082652,8.310627,8.537693,5.737216,77306935
2002-03-20,8.433243,8.478656,8.265213,8.265213,5.554111,49996190
2002-03-21,8.287920,8.492280,8.247048,8.401453,5.645663,29919675
2002-03-22,8.378747,8.378747,7.947321,8.242507,5.538853,43342847
2002-03-25,8.242507,8.356040,8.065395,8.228883,5.529698,29456594
2002-03-26,8.174387,8.292461,8.128974,8.210718,5.517492,19641400
2002-03-27,8.133515,8.210718,7.979110,8.069936,5.422889,19642280
2002-03-28,7.956403,8.333333,7.956403,8.147139,5.474770,43041173
2002-04-01,8.128974,8.219800,8.010899,8.128974,5.462562,24304355
2002-04-02,8.128974,8.128974,7.879201,7.924614,5.325233,22322555
2002-04-03,7.983651,8.019982,7.765668,7.888283,5.300820,22380027
2002-04-04,7.924614,7.924614,7.801998,7.833787,5.264201,25107865
2002-04-05,7.833787,7.888283,7.688465,7.715713,5.184855,19810073
2002-04-08,7.665758,7.901907,7.538601,7.774750,5.224527,29440520
2002-04-09,8.128974,8.128974,7.865577,7.906449,5.313027,45103126
2002-04-10,8.033606,8.060854,7.929155,8.047230,5.407629,32052752
2002-04-11,7.992734,8.165304,7.951862,8.128974,5.462562,35155591
2002-04-12,8.160763,8.165304,8.060854,8.083560,5.432043,20522640
2002-04-15,8.128974,8.165304,8.042688,8.119891,5.456457,18894481
2002-04-16,8.169846,8.446866,8.151680,8.446866,5.676178,20360573
2002-04-17,8.469573,8.537693,8.383288,8.469573,5.691438,20235719
2002-04-18,8.356040,8.474114,8.219800,8.265213,5.554111,33678709
2002-04-19,8.478656,8.492280,8.387829,8.487738,5.703645,21643678
2002-04-22,8.424160,8.424160,8.233424,8.297003,5.575474,17557647
2002-04-23,8.297003,8.374205,8.083560,8.192552,5.505285,33861475
2002-04-24,8.060854,8.192552,7.770209,7.815622,5.251993,31021996
2002-04-25,7.643052,7.942779,7.638510,7.892825,5.303873,40404058
2002-04-26,7.892825,7.947321,7.697548,7.702089,5.175701,24406528
2002-04-29,7.624886,7.797457,7.520436,7.706630,5.178751,17852935
2002-04-30,7.638510,7.924614,7.629428,7.765668,5.218426,27127539
2002-05-01,7.697548,7.742961,7.384196,7.656676,5.145184,42961681
2002-05-02,7.715713,7.924614,7.693006,7.761126,5.215372,34125055
2002-05-03,7.761126,7.938238,7.742961,7.920073,5.322183,43172852
2002-05-06,7.920073,8.356040,7.906449,8.274296,5.560215,42476800
2002-05-07,8.560400,8.628520,8.333333,8.360581,5.618198,60856234
2002-05-08,8.628520,9.082652,8.605813,9.082652,6.103422,54490031
2002-05-09,9.082652,9.150772,8.969119,9.087193,6.106470,46595861
2002-05-10,9.082652,9.087193,8.628520,8.746594,5.877594,31498729
2002-05-13,8.960036,9.118983,8.746594,9.073569,6.097316,37451176
2002-05-14,9.282470,9.368756,9.218892,9.309718,6.256004,38319644
2002-05-15,8.923706,8.969119,8.673933,8.787466,5.905059,49123537
2002-05-16,8.514986,8.978202,8.510445,8.900999,5.981351,30005333
2002-05-17,8.855586,9.050863,8.814714,8.937330,6.005766,26700131
2002-05-20,8.787466,8.941871,8.751135,8.851045,5.947783,22094648
2002-05-21,8.855586,8.941871,8.610354,8.628520,5.798249,19808531
2002-05-22,8.583106,8.764759,8.564941,8.737511,5.871487,19860719
2002-05-23,8.719346,8.805631,8.578565,8.764759,5.889800,23933978
2002-05-24,8.805631,8.832879,8.487738,8.487738,5.703645,18038123
2002-05-28,8.619437,8.646685,8.405995,8.492280,5.706697,18206136
2002-05-29,8.492280,8.537693,8.433243,8.433243,5.667028,15416642
2002-05-30,8.401453,8.728429,8.387829,8.719346,5.859282,24813898
2002-05-31,8.696639,8.760218,8.637602,8.669391,5.825712,24805310
2002-06-03,8.683015,8.714805,8.533152,8.560400,5.752474,23004294
2002-06-04,8.483197,8.673933,8.478656,8.614896,5.789096,30726047
2002-06-05,8.619437,8.619437,8.287920,8.533152,5.734162,22169296
2002-06-06,8.342416,8.805631,8.287920,8.333333,5.599887,21971116
2002-06-07,8.174387,8.519528,8.147139,8.487738,5.703645,29544895
2002-06-10,8.401453,8.605813,8.269755,8.306085,5.581577,15175964
2002-06-11,8.487738,8.492280,8.306085,8.333333,5.599887,18512654
2002-06-12,8.197094,8.265213,8.056312,8.156222,5.480872,19000838
2002-06-13,8.069936,8.128974,7.910990,7.947321,5.340493,16306250
2002-06-14,7.856494,7.960945,7.720254,7.879201,5.294719,21859915
2002-06-17,7.970027,8.147139,7.824705,8.056312,5.438811,14936606
2002-06-18,8.051771,8.165304,7.901907,8.115350,5.478666,15432497
2002-06-19,7.970027,7.988193,7.652134,7.697548,5.196610,20887952
2002-06-20,7.674841,7.747502,7.470481,7.561308,5.104635,15149540
2002-06-21,7.402361,7.711172,7.379655,7.475023,5.046383,24273747
2002-06-24,7.266122,7.388738,7.039055,7.220708,4.874697,27063020
2002-06-25,7.266122,7.306994,6.657584,6.807448,4.595706,29617340
2002-06-26,6.357856,6.811989,6.357856,6.730245,4.543584,32329103
2002-06-27,6.798365,6.893733,6.630336,6.893733,4.653956,29225164
2002-06-28,6.730245,6.943688,6.725704,6.939146,4.684615,31610811
2002-07-01,6.925522,7.025431,6.802906,6.857402,4.629429,20733812
2002-07-02,6.902816,6.902816,6.530427,6.639419,4.482268,25443229
2002-07-03,6.539510,6.975477,6.516803,6.911898,4.666217,20417164
2002-07-05,7.152589,7.447775,7.107175,7.402361,4.997331,16354474
2002-07-08,7.325159,7.402361,7.161671,7.275204,4.911486,27446168
2002-07-09,7.198002,7.402361,7.161671,7.184378,4.850169,19931183
2002-07-10,7.243415,7.243415,6.907357,6.925522,4.675416,19470084
2002-07-11,6.766576,6.970936,6.643960,6.916440,4.669284,24614837
2002-07-12,6.857402,6.993642,6.712080,6.934605,4.681548,17745478
2002-07-15,6.698456,6.811989,6.312443,6.811989,4.598771,30771629
2002-07-16,6.807448,6.889192,6.448683,6.475931,4.371897,28334896
2002-07-17,6.653043,6.743869,6.144414,6.162579,4.160355,30954395
2002-07-18,6.158038,6.353315,5.903724,6.062670,4.092904,23715540
2002-07-19,5.767484,5.903724,5.699364,5.812897,3.924283,27716574
2002-07-22,5.722071,5.944596,5.313351,5.449591,3.679017,32092609
2002-07-23,5.222525,5.563124,5.113533,5.231608,3.531857,33843859
2002-07-24,4.881926,5.463215,4.881926,5.449591,3.679017,42517097
2002-07-25,5.449591,5.449591,5.145322,5.358765,3.617699,27933911
2002-07-26,5.177112,5.481381,5.086285,5.295186,3.574777,30694999
2002-07-29,5.426885,5.967302,5.426885,5.894641,3.979468,24940072
2002-07-30,5.894641,6.421435,5.821980,6.294278,4.249263,32241464
2002-07-31,6.244323,6.425976,5.949137,6.425976,4.338174,26943892
2002-08-01,6.312443,6.421435,6.094460,6.217075,4.197145,30483827
2002-08-02,5.994550,6.130790,5.681199,5.812897,3.924283,23718843
2002-08-05,5.812897,5.817439,5.404178,5.495005,3.709676,23847880
2002-08-06,5.499546,5.899183,5.495005,5.744777,3.878297,16751495
2002-08-07,5.971844,6.026340,5.540418,5.867393,3.961073,22940876
2002-08-08,5.926431,6.189827,5.699364,6.153497,4.154223,22983815
2002-08-09,5.971844,6.126249,5.899183,6.089918,4.111301,13943945
2002-08-12,6.089918,6.089918,5.926431,6.044505,4.080642,12570557
2002-08-13,5.971844,6.425976,5.935513,6.003633,4.053049,16853668
2002-08-14,6.062670,6.675749,6.017257,6.643960,4.485334,17995845
2002-08-15,6.798365,6.925522,6.584923,6.811989,4.598771,26209085
2002-08-16,6.811989,6.989101,6.657584,6.839237,4.617166,17067041
2002-08-19,6.730245,6.993642,6.698456,6.811989,4.598771,19526235
2002-08-20,6.807448,6.807448,6.516803,6.589464,4.448544,16462813
2002-08-21,6.675749,6.762035,6.416894,6.675749,4.506795,16378256
2002-08-22,6.802906,6.993642,6.698456,6.948229,4.690745,17680078
2002-08-23,6.811989,6.830154,6.525886,6.675749,4.506795,15736813
2002-08-26,6.766576,6.811989,6.544051,6.743869,4.552781,14427284
2002-08-27,6.630336,6.739328,6.335150,6.453224,4.356570,19056108
2002-08-28,6.471390,6.625795,6.271571,6.480472,4.374965,24160124
2002-08-29,6.130790,6.425976,6.130790,6.280654,4.240067,24823807
2002-08-30,6.176203,6.244323,6.062670,6.099001,4.117433,22758110
2002-09-03,5.912807,5.917348,5.676658,5.699364,3.847639,20680303
2002-09-04,5.812897,5.976385,5.676658,5.940054,4.010128,22742476
2002-09-05,5.722071,5.971844,5.722071,5.835604,3.939614,14997382
2002-09-06,6.017257,6.316985,6.003633,6.130790,4.138894,21260971
2002-09-09,5.980926,6.312443,5.940054,6.130790,4.138894,16038707
2002-09-10,6.176203,6.448683,6.162579,6.430518,4.341241,18101981
2002-09-11,6.630336,6.643960,6.471390,6.521344,4.402556,13639408
2002-09-12,6.403270,6.407811,6.162579,6.176203,4.169553,16695124
2002-09-13,6.130790,6.312443,6.085377,6.130790,4.138894,13839130
2002-09-16,6.080836,6.207993,5.999092,6.198910,4.209829,18760159
2002-09-17,6.380563,6.380563,6.039964,6.062670,4.117303,13709212
2002-09-18,5.903724,6.139873,5.867393,6.080836,4.129641,14797880
2002-09-19,5.812897,5.935513,5.703906,5.835604,3.963099,18299721
2002-09-20,5.835604,5.899183,5.667575,5.876476,3.990856,37793146
2002-09-23,5.676658,5.940054,5.653951,5.849228,3.972351,20085323
2002-09-24,5.585831,5.712988,5.517711,5.581290,3.790388,23009579
2002-09-25,5.472298,5.876476,5.449591,5.831063,3.960015,26772356
2002-09-26,5.858311,5.858311,5.413261,5.481381,3.722536,28627762
2002-09-27,5.431426,5.758401,5.431426,5.463215,3.710201,16004356
2002-09-30,5.417802,5.481381,5.181653,5.299728,3.599171,20911733
2002-10-01,5.313351,5.790191,5.258856,5.644868,3.833566,20494675
2002-10-02,5.644868,5.699364,5.108992,5.404178,3.670108,17806913
2002-10-03,5.449591,5.667575,5.408719,5.435967,3.691696,16367466
2002-10-04,5.463215,5.554042,5.122616,5.199818,3.531320,22017137
2002-10-07,5.336058,5.358765,5.131698,5.245232,3.562163,19235351
2002-10-08,5.313351,5.376930,5.059037,5.240690,3.559079,23051417
2002-10-09,5.027248,5.127157,4.959128,5.068120,3.441882,29763773
2002-10-10,5.068120,5.413261,5.059037,5.363306,3.642351,31171512
2002-10-11,5.449591,5.540418,5.322434,5.458674,3.707116,27792103
2002-10-14,5.313351,5.581290,5.299728,5.549500,3.768799,15122235
2002-10-15,5.894641,6.148955,5.722071,6.130790,4.163566,36379682
2002-10-16,6.039964,6.039964,5.772025,5.876476,3.990856,18586421
2002-10-17,6.130790,6.130790,5.812897,5.903724,4.009361,22203867
2002-10-18,5.722071,5.944596,5.703906,5.944596,4.037117,20113068
2002-10-21,5.903724,6.403270,5.785649,6.348774,4.311604,18728230
2002-10-22,6.180745,6.348774,6.139873,6.303361,4.280764,18964505
2002-10-23,6.298819,6.534968,6.176203,6.534968,4.438053,18691016
2002-10-24,6.489555,6.571299,6.180745,6.267030,4.256091,18314254
2002-10-25,6.312443,6.643960,6.298819,6.639419,4.508988,16460170
2002-10-28,6.993642,7.261580,6.898274,6.934605,4.709458,45650323
2002-10-29,7.016349,7.016349,6.693915,6.811989,4.626185,24696091
2002-10-30,6.857402,7.234332,6.766576,7.107175,4.826652,27792103
2002-10-31,7.093551,7.493188,7.084469,7.175295,4.872915,35613827
2002-11-01,7.084469,7.475023,7.025431,7.406903,5.030204,22929426
2002-11-04,7.765668,8.183470,7.656676,8.038147,5.458899,46044921
2002-11-05,7.901907,7.942779,7.584015,7.783833,5.286188,36600983
2002-11-06,7.897366,7.965486,7.652134,7.951862,5.400300,29715550
2002-11-07,7.788374,7.942779,7.534060,7.593097,5.156654,25777273
2002-11-08,7.584015,7.720254,7.443233,7.574932,5.144320,26043054
2002-11-11,7.152589,7.257039,6.562216,6.743869,4.579921,82889666
2002-11-12,6.830154,7.120799,6.821072,7.039055,4.780391,47340578
2002-11-13,7.016349,7.493188,6.970936,7.316076,4.968524,38359941
2002-11-14,7.425068,7.729337,7.402361,7.674841,5.212168,32558552
2002-11-15,7.674841,7.820163,7.506812,7.674841,5.212168,32969665
2002-11-18,7.720254,7.901907,7.584015,7.656676,5.199834,22287763
2002-11-19,7.470481,7.847411,7.456857,7.515895,5.104224,16330693
2002-11-20,7.434151,7.856494,7.402361,7.652134,5.196745,43878814
2002-11-21,8.319709,8.846503,8.319709,8.623978,5.856748,117869977
2002-11-22,8.446866,8.696639,8.446866,8.696639,5.906096,39406552
2002-11-25,8.692098,8.823797,8.514986,8.760218,5.949274,28755918
2002-11-26,8.673933,8.746594,8.514986,8.514986,5.782730,43059449
2002-11-27,8.628520,8.950954,8.514986,8.896458,6.041797,35796373
2002-11-29,8.878292,9.009991,8.814714,8.846503,6.007872,12781509
2002-12-02,9.073569,9.373297,8.719346,9.005450,6.115817,38531036
2002-12-03,8.991826,8.991826,8.651226,8.732970,5.930769,26005400
2002-12-04,8.242507,8.510445,8.128974,8.342416,5.665536,40319941
2002-12-05,8.378747,8.455949,8.269755,8.292461,5.631609,15950627
2002-12-06,8.138056,8.673933,8.083560,8.551317,5.807403,24405647
2002-12-09,8.101726,8.424160,8.101726,8.188011,5.560676,18204595
2002-12-10,8.287920,8.537693,8.174387,8.483197,5.761143,17463181
2002-12-11,8.274296,8.396912,8.197094,8.278837,5.622356,24944917
2002-12-12,8.356040,8.646685,8.310627,8.519528,5.785817,23075859
2002-12-13,8.446866,8.533152,8.287920,8.437784,5.730302,17701658
2002-12-16,8.587648,8.628520,8.469573,8.605813,5.869689,19621361
2002-12-17,8.651226,8.878292,8.605813,8.623978,5.882074,33775597
2002-12-18,8.623978,8.623978,8.342416,8.560400,5.838713,29886645
2002-12-19,8.469573,8.696639,8.455949,8.605813,5.869689,26124308
2002-12-20,8.628520,8.633061,8.483197,8.587648,5.857297,42303503
2002-12-23,8.492280,8.642144,8.465032,8.483197,5.786056,23058683
2002-12-24,8.446866,8.510445,8.324251,8.365123,5.705521,8698781
2002-12-26,8.333333,8.514986,8.219800,8.306085,5.665254,13132728
2002-12-27,8.228883,8.374205,8.060854,8.147139,5.556844,12694970
2002-12-30,8.015441,8.033606,7.797457,7.920073,5.401972,22153001
2002-12-31,7.842870,7.938238,7.801998,7.883742,5.377189,14134198
2003-01-02,8.006358,8.424160,7.983651,8.265213,5.637377,23026314
2003-01-03,8.333333,8.514986,8.292461,8.433243,5.751983,13645794
2003-01-06,8.605813,9.046322,8.587648,8.923706,6.086509,26119023
2003-01-07,8.932788,9.168937,8.910082,9.059946,6.179432,34404048
2003-01-08,9.055404,9.209809,8.855586,8.855586,6.040047,33964749
2003-01-09,8.950954,9.382380,8.946412,9.300636,6.343599,38371171
2003-01-10,9.196185,9.573115,9.082652,9.468665,6.458207,37096654
2003-01-13,9.468665,9.627611,9.223433,9.246140,6.306429,34935611
2003-01-14,9.196185,9.386921,9.150772,9.355132,6.380769,22073068
2003-01-15,9.355132,9.355132,9.105359,9.196185,6.272358,16446077
2003-01-16,9.173479,9.268847,9.059946,9.078111,6.191823,16635670
2003-01-17,8.714805,8.960036,8.596730,8.732970,5.956417,23284609
2003-01-21,8.605813,8.855586,8.537693,8.596730,5.863492,17184848
2003-01-22,8.601272,8.855586,8.537693,8.605813,5.869689,19797521
2003-01-23,8.696639,9.055404,8.692098,8.900999,6.071019,17782691
2003-01-24,8.991826,8.991826,8.442325,8.514986,5.807736,24024701
2003-01-27,8.401453,8.583106,8.197094,8.342416,5.690035,24847808
2003-01-28,8.424160,8.619437,8.237965,8.528610,5.817029,17703199
2003-01-29,8.524069,8.782925,8.251589,8.760218,5.975003,22021982
2003-01-30,8.723887,8.746594,8.151680,8.265213,5.637377,23014643
2003-01-31,7.938238,7.938238,7.615804,7.906449,5.392678,58505819
2003-02-03,7.920073,8.128974,7.901907,7.938238,5.414363,26384144
2003-02-04,7.742961,7.956403,7.665758,7.947321,5.420556,29527279
2003-02-05,7.947321,7.992734,7.738420,7.770209,5.299755,24372176
2003-02-06,7.774750,7.829246,7.652134,7.733878,5.274975,14569533
2003-02-07,7.733878,7.788374,7.375114,7.484105,5.104614,26312138
2003-02-10,7.402361,7.574932,7.288828,7.556767,5.154176,21803764
2003-02-11,7.661217,7.856494,7.524977,7.652134,5.219218,21083710
2003-02-12,7.656676,7.756585,7.543143,7.547684,5.147979,18729992
2003-02-13,7.552225,7.824705,7.552225,7.697548,5.250195,18887655
2003-02-14,7.833787,8.151680,7.833787,8.079019,5.510383,30360075
2003-02-18,8.133515,8.401453,8.106267,8.374205,5.711716,18691677
2003-02-19,8.278837,8.333333,7.979110,8.088102,5.516580,19104772
2003-02-20,8.197094,8.201635,8.056312,8.115350,5.535160,16134054
2003-02-21,8.174387,8.374205,8.047230,8.251589,5.628084,16937784
2003-02-24,8.251589,8.310627,8.042688,8.060854,5.497992,18517499
2003-02-25,8.060854,8.265213,7.838329,8.256131,5.631183,26734702
2003-02-26,7.629428,7.706630,6.893733,6.980018,4.760797,123051063
2003-02-27,7.034514,7.198002,6.762035,7.057221,4.813454,61682424
2003-02-28,7.057221,7.279746,7.057221,7.198002,4.909474,25799072
2003-03-03,7.311535,7.356948,7.152589,7.202543,4.912572,20608298
2003-03-04,7.257039,7.257039,7.057221,7.057221,4.813454,19332899
2003-03-05,7.057221,7.084469,6.880109,7.066303,4.819647,22720897
2003-03-06,6.957312,7.098093,6.889192,7.061762,4.816551,20905788
2003-03-07,6.880109,7.202543,6.866485,7.175295,4.893988,23709374
2003-03-10,6.993642,7.093551,6.934605,7.034514,4.797968,16609025
2003-03-11,6.993642,7.116258,6.980018,6.998183,4.773186,14377959
2003-03-12,6.993642,7.120799,6.948229,7.070845,4.822745,18771830
2003-03-13,7.129882,7.129882,6.439600,6.811989,4.646190,88386078
2003-03-14,6.975477,7.207084,6.880109,7.111717,4.850622,36434292
2003-03-17,7.039055,7.538601,7.039055,7.447775,5.105920,31725755
2003-03-18,7.520436,7.629428,7.429609,7.602180,5.211772,19856975
2003-03-19,7.602180,7.788374,7.538601,7.702089,5.280267,26460113
2003-03-20,7.702089,7.874659,7.588556,7.797457,5.345649,20889273
2003-03-21,8.083560,8.083560,7.847411,7.951862,5.451502,29400443
2003-03-24,7.829246,7.829246,7.425068,7.515895,5.152618,21352354
2003-03-25,7.415985,7.584015,7.193460,7.497729,5.140165,37313771
2003-03-26,7.497729,7.579473,7.397820,7.529519,5.161959,20834223
2003-03-27,7.402361,7.606721,7.356948,7.465940,5.118372,21107711
2003-03-28,7.465940,7.506812,7.343324,7.379655,5.059219,15671634
2003-03-31,7.152589,7.647593,7.039055,7.061762,4.841281,29965477
2003-04-01,7.129882,7.216167,7.029973,7.093551,4.863078,19031005
2003-04-02,7.184378,7.338783,7.184378,7.261580,4.978270,27881063
2003-04-03,7.356948,7.515895,7.293370,7.429609,5.093465,18615488
2003-04-04,7.534060,7.547684,7.338783,7.406903,5.077899,24554942
2003-04-07,7.593097,7.693006,7.347866,7.361490,5.046764,22096850
2003-04-08,7.238874,7.316076,7.084469,7.152589,4.903551,22847512
2003-04-09,7.152589,7.157130,6.943688,6.975477,4.782131,26854271
2003-04-10,6.975477,7.129882,6.920981,7.070845,4.847510,19323651
2003-04-11,7.243415,7.266122,6.902816,6.948229,4.763449,27055754
2003-04-14,6.998183,7.229791,6.970936,7.216167,4.947137,17671270
2003-04-15,6.930064,7.111717,6.930064,7.070845,4.847510,29684722
2003-04-16,7.043597,7.270663,7.029973,7.079927,4.853737,27224427
2003-04-17,7.066303,7.129882,6.902816,6.948229,4.763449,34812739
2003-04-21,6.966394,7.034514,6.925522,6.993642,4.794583,18405857
2003-04-22,6.993642,7.270663,6.930064,7.188919,4.928455,30185456
2003-04-23,7.175295,7.356948,7.129882,7.297911,5.003178,30476781
2003-04-24,7.243415,7.257039,7.111717,7.175295,4.919118,26068817
2003-04-25,7.175295,7.266122,7.084469,7.198002,4.934684,27411377
2003-04-28,7.152589,7.375114,7.084469,7.316076,5.015631,25680825
2003-04-29,7.429609,7.547684,7.316076,7.493188,5.137052,24516848
2003-04-30,7.379655,7.470481,7.343324,7.402361,5.074784,23019488
2003-05-01,7.402361,7.556767,7.361490,7.515895,5.152618,20047448
2003-05-02,7.475023,7.665758,7.429609,7.561308,5.183753,24007305
2003-05-05,7.602180,7.761126,7.584015,7.629428,5.230453,23151388
2003-05-06,7.652134,7.988193,7.633969,7.870118,5.395462,30772950
2003-05-07,7.756585,7.960945,7.742961,7.820163,5.361214,19773299
2003-05-08,7.811081,7.811081,7.670300,7.761126,5.320741,18173106
2003-05-09,7.811081,7.888283,7.770209,7.874659,5.398573,17215456
2003-05-12,7.874659,7.970027,7.833787,7.906449,5.420369,24613075
2003-05-13,7.906449,7.906449,7.788374,7.847411,5.379894,18410922
2003-05-14,7.870118,7.947321,7.838329,7.910990,5.423483,18768527
2003-05-15,8.015441,8.119891,7.892825,8.006358,5.488863,22597144
2003-05-16,8.287920,8.287920,7.947321,8.151680,5.588490,37217764
2003-05-19,8.038147,8.038147,7.597639,7.665758,5.255361,31760547
2003-05-20,7.706630,7.920073,7.652134,7.742961,5.308289,33922691
2003-05-21,8.333333,8.401453,8.097184,8.147139,5.585377,74887598
2003-05-22,8.165304,8.396912,8.115350,8.383288,5.747273,46520773
2003-05-23,8.356040,8.401453,8.287920,8.396912,5.756612,20363656
2003-05-27,8.346957,8.533152,8.228883,8.483197,5.815766,28004596
2003-05-28,8.533152,8.964578,8.455949,8.801090,6.033700,40626900
2003-05-29,8.714805,8.900999,8.601272,8.655767,5.934075,23683391
2003-05-30,8.660309,8.878292,8.660309,8.855586,6.071061,24460036
2003-06-02,8.991826,9.355132,8.955495,9.105359,6.242298,46646067
2003-06-03,8.991826,9.196185,8.991826,9.114441,6.248524,32549303
2003-06-04,9.109900,9.654859,9.109900,9.554950,6.550520,51497513
2003-06-05,9.532243,9.945504,9.400545,9.945504,6.818269,45567307
2003-06-06,10.081744,10.354223,9.950045,10.004541,6.858742,48601663
2003-06-09,9.763851,10.013624,9.704814,9.777475,6.703073,25544741
2003-06-10,9.854678,9.922797,9.691190,9.818347,6.731095,21784606
2003-06-11,9.559491,9.663942,9.514078,9.627611,6.600334,41168372
2003-06-12,9.741144,9.763851,9.500454,9.645777,6.612787,25307146
2003-06-13,9.536785,9.718438,9.336966,9.532243,6.534953,17446226
2003-06-16,9.536785,9.718438,9.450500,9.709355,6.681840,17739312
2003-06-17,9.786558,9.845595,9.627611,9.827430,6.763101,22856540
2003-06-18,9.854678,10.013624,9.786558,9.977293,6.866233,25393244
2003-06-19,10.013624,10.104450,9.759310,9.809264,6.750599,20351985
2003-06-20,9.940963,9.981835,9.763851,9.854678,6.781851,30117855
2003-06-23,9.854678,9.886467,9.554950,9.704814,6.678716,16985567
2003-06-24,9.423252,9.650318,9.423252,9.586739,6.597458,24929503
2003-06-25,9.559491,9.763851,9.427793,9.445958,6.500573,38337701
2003-06-26,9.400545,9.990917,9.218892,9.673025,6.656840,21627383
2003-06-27,9.713896,9.786558,9.445958,9.486830,6.528701,23384359
2003-06-30,9.613987,9.759310,9.577657,9.673025,6.656840,43027520
2003-07-01,9.673025,9.673025,9.473206,9.618529,6.619334,24565732
2003-07-02,9.673025,9.822888,9.609446,9.791099,6.738096,28523387
2003-07-03,9.536785,9.777475,9.536785,9.673025,6.656840,11730274
2003-07-07,9.895550,10.036331,9.763851,10.013624,6.891240,31715846
2003-07-08,10.013624,10.127157,9.931880,10.040872,6.909987,31689422
2003-07-09,10.104450,10.513170,10.040872,10.413261,7.166258,43007482
2003-07-10,10.240690,10.277021,9.827430,10.013624,6.891240,35087769
2003-07-11,9.854678,10.381471,9.854678,10.381471,7.144382,33305690
2003-07-14,10.490463,10.762943,10.485922,10.681199,7.350649,34217318
2003-07-15,10.676658,10.762943,10.317893,10.399637,7.156881,28508854
2003-07-16,10.622162,10.694823,10.227066,10.308810,7.094375,22292608
