"Date","Open","High","Low","Close","Volume"
"01/19/2022","170","171.08","165.94","166.23","94,814,990"
"01/18/2022","171.51","172.54","169.405","169.8","91,168,730"
"01/14/2022","171.34","173.78","171.09","173.07","80,440,780"
"01/13/2022","175.78","176.62","171.79","172.19","84,505,760"
"01/12/2022","176.12","177.18","174.82","175.53","74,805,170"
"01/11/2022","172.32","175.18","170.82","175.08","76,138,310"
"01/10/2022","169.08","172.5","168.17","172.19","106,765,600"
"01/07/2022","172.89","174.14","171.03","172.17","86,709,150"
"01/06/2022","172.7","175.3","171.64","172","96,903,960"
"01/05/2022","179.61","180.17","174.64","174.92","94,537,600"
"01/04/2022","182.63","182.94","179.12","179.7","99,310,440"
"01/03/2022","177.83","182.88","177.71","182.01","104,701,200"
"12/31/2021","178.085","179.23","177.26","177.57","64,062,260"
"12/30/2021","179.47","180.57","178.09","178.2","59,773,010"
"12/29/2021","179.33","180.63","178.14","179.38","62,348,930"
"12/28/2021","180.16","181.33","178.53","179.29","79,144,340"
"12/27/2021","177.085","180.42","177.07","180.33","74,919,580"
"12/23/2021","175.85","176.8499","175.27","176.28","68,356,570"
"12/22/2021","173.04","175.86","172.15","175.64","92,135,300"
"12/21/2021","171.555","173.2","169.12","172.99","91,185,910"
"12/20/2021","168.28","170.58","167.46","169.75","107,499,100"
"12/17/2021","169.93","173.47","169.69","171.14","195,923,400"
"12/16/2021","179.28","181.14","170.75","172.26","150,185,800"
"12/15/2021","175.11","179.5","172.3108","179.3","131,063,300"
"12/14/2021","175.25","177.74","172.21","174.33","139,380,400"
"12/13/2021","181.115","182.13","175.53","175.74","153,237,000"
"12/10/2021","175.205","179.63","174.69","179.45","115,402,700"
"12/09/2021","174.91","176.75","173.92","174.56","108,923,700"
"12/08/2021","172.125","175.96","170.7","175.08","116,998,900"
"12/07/2021","169.08","171.58","168.34","171.18","120,405,400"
"12/06/2021","164.29","167.8799","164.28","165.32","107,497,000"
"12/03/2021","164.02","164.96","159.72","161.84","118,023,100"
"12/02/2021","158.735","164.2","157.8","163.76","136,739,200"
"12/01/2021","167.48","170.3","164.53","164.77","152,423,000"
"11/30/2021","159.985","165.52","159.92","165.3","174,048,100"
"11/29/2021","159.37","161.19","158.7901","160.24","88,748,220"
"11/26/2021","159.565","160.45","156.36","156.81","76,959,750"
"11/24/2021","160.75","162.14","159.64","161.94","69,463,620"
"11/23/2021","161.12","161.8","159.0601","161.41","96,041,900"
"11/22/2021","161.68","165.7","161","161.02","117,467,900"
"11/19/2021","157.65","161.02","156.5328","160.55","117,305,600"
"11/18/2021","153.71","158.67","153.05","157.87","137,827,700"
"11/17/2021","150.995","155","150.99","153.49","88,807,000"
"11/16/2021","149.94","151.488","149.34","151","59,256,210"
"11/15/2021","150.37","151.88","149.43","150","59,222,800"
"11/12/2021","148.43","150.4","147.48","149.99","63,804,010"
"11/11/2021","148.96","149.43","147.681","147.87","40,999,950"
"11/10/2021","150.02","150.13","147.85","147.92","65,187,090"
"11/09/2021","150.2","151.428","150.0601","150.81","56,787,930"
"11/08/2021","151.41","151.57","150.16","150.44","55,020,870"
"11/05/2021","151.89","152.2","150.06","151.28","65,463,880"
"11/04/2021","151.58","152.43","150.64","150.96","60,394,620"
"11/03/2021","150.39","151.97","149.82","151.49","54,511,530"
"11/02/2021","148.66","151.57","148.65","150.02","69,121,990"
"11/01/2021","148.985","149.7","147.8","148.96","74,588,260"
"10/29/2021","147.215","149.94","146.4128","149.8","124,953,200"
"10/28/2021","149.82","153.165","149.72","152.57","100,077,900"
"10/27/2021","149.36","149.73","148.49","148.85","56,094,930"
"10/26/2021","149.33","150.84","149.0101","149.32","60,893,400"
"10/25/2021","148.68","149.37","147.6211","148.64","50,720,560"
"10/22/2021","149.69","150.18","148.64","148.69","58,883,440"
"10/21/2021","148.81","149.64","147.87","149.48","61,420,990"
"10/20/2021","148.7","149.7539","148.12","149.26","58,418,790"
"10/19/2021","147.01","149.17","146.55","148.76","76,378,890"
"10/18/2021","143.445","146.84","143.16","146.55","85,589,180"
"10/15/2021","143.77","144.895","143.51","144.84","67,940,330"
"10/14/2021","142.11","143.88","141.51","143.76","69,907,100"
"10/13/2021","141.235","141.4","139.2","140.91","78,762,720"
"10/12/2021","143.23","143.25","141.0401","141.51","73,035,860"
"10/11/2021","142.27","144.81","141.81","142.81","64,452,220"
"10/08/2021","144.03","144.1781","142.56","142.9","58,773,160"
"10/07/2021","143.06","144.215","142.72","143.29","61,732,660"
"10/06/2021","139.47","142.15","138.37","142","83,221,120"
"10/05/2021","139.49","142.24","139.36","141.11","80,861,060"
"10/04/2021","141.76","142.21","138.27","139.14","98,322,010"
"10/01/2021","141.9","142.92","139.1101","142.65","94,639,580"
"09/30/2021","143.66","144.378","141.28","141.5","89,056,660"
"09/29/2021","142.47","144.45","142.03","142.83","74,602,040"
"09/28/2021","143.25","144.75","141.69","141.91","108,972,300"
"09/27/2021","145.47","145.96","143.82","145.37","74,150,730"
"09/24/2021","145.66","147.4701","145.56","146.92","53,477,870"
"09/23/2021","146.65","147.08","145.64","146.83","64,838,170"
"09/22/2021","144.45","146.43","143.7001","145.85","76,404,340"
"09/21/2021","143.93","144.6","142.78","143.43","75,833,960"
"09/20/2021","143.8","144.84","141.27","142.94","123,478,900"
"09/17/2021","148.82","148.82","145.76","146.06","129,868,800"
"09/16/2021","148.44","148.97","147.221","148.79","68,034,150"
"09/15/2021","148.56","149.44","146.37","149.03","83,281,320"
"09/14/2021","150.35","151.07","146.91","148.12","109,296,300"
"09/13/2021","150.63","151.42","148.75","149.55","102,404,300"
"09/10/2021","155","155.48","148.7","148.97","140,893,200"
"09/09/2021","155.49","156.11","153.95","154.07","57,305,730"
"09/08/2021","156.98","157.04","153.975","155.11","74,420,210"
"09/07/2021","154.97","157.26","154.39","156.69","82,278,260"
"09/03/2021","153.76","154.63","153.09","154.3","57,866,070"
"09/02/2021","153.87","154.72","152.4","153.65","71,171,320"
"09/01/2021","152.83","154.98","152.34","152.51","80,313,710"
"08/31/2021","152.66","152.8","151.29","151.83","86,453,120"
"08/30/2021","149","153.49","148.61","153.12","90,956,720"
"08/27/2021","147.48","148.75","146.83","148.6","55,802,390"
"08/26/2021","148.35","149.12","147.51","147.54","48,597,200"
"08/25/2021","149.81","150.32","147.8","148.36","58,991,300"
"08/24/2021","149.45","150.86","149.15","149.62","48,606,430"
"08/23/2021","148.31","150.19","147.89","149.71","60,131,810"
"08/20/2021","147.44","148.5","146.78","148.19","60,549,630"
"08/19/2021","145.03","148","144.5","146.7","86,960,310"
"08/18/2021","149.8","150.72","146.15","146.36","86,325,990"
"08/17/2021","150.23","151.68","149.09","150.19","92,229,740"
"08/16/2021","148.535","151.19","146.47","151.12","103,558,800"
"08/13/2021","148.97","149.4444","148.27","149.1","59,375,010"
"08/12/2021","146.19","149.05","145.84","148.89","73,779,110"
"08/11/2021","146.05","146.72","145.53","145.86","48,493,460"
"08/10/2021","146.44","147.71","145.3","145.6","69,023,080"
"08/09/2021","146.2","146.7","145.52","146.09","48,908,690"
"08/06/2021","146.35","147.11","145.63","146.14","54,126,810"
"08/05/2021","146.98","147.84","146.17","147.06","46,397,670"
"08/04/2021","147.27","147.79","146.28","146.95","56,368,270"
"08/03/2021","145.81","148.045","145.18","147.36","64,786,620"
"08/02/2021","146.36","146.95","145.25","145.52","62,879,960"
"07/30/2021","144.38","146.33","144.11","145.86","70,440,630"
"07/29/2021","144.685","146.55","144.58","145.64","56,699,480"
"07/28/2021","144.81","146.97","142.54","144.98","118,931,200"
"07/27/2021","149.12","149.21","145.55","146.77","104,818,600"
"07/26/2021","148.27","149.83","147.7","148.99","72,434,090"
"07/23/2021","147.55","148.7177","146.92","148.56","71,447,420"
"07/22/2021","145.935","148.195","145.81","146.8","77,338,160"
"07/21/2021","145.53","146.13","144.63","145.4","74,993,460"
"07/20/2021","143.46","147.0997","142.96","146.15","96,350,040"
"07/19/2021","143.75","144.07","141.67","142.45","121,434,600"
"07/16/2021","148.46","149.76","145.88","146.39","93,251,430"
"07/15/2021","149.24","150","147.09","148.48","106,820,300"
"07/14/2021","148.1","149.57","147.68","149.15","127,050,800"
"07/13/2021","144.03","147.46","143.63","145.64","100,827,100"
"07/12/2021","146.21","146.32","144","144.5","76,299,720"
"07/09/2021","142.75","145.65","142.6522","145.11","99,890,800"
"07/08/2021","141.58","144.06","140.665","143.24","105,575,500"
"07/07/2021","143.535","144.89","142.66","144.57","104,911,600"
"07/06/2021","140.07","143.15","140.07","142.02","108,181,800"
"07/02/2021","137.9","140","137.745","139.96","78,945,570"
"07/01/2021","136.6","137.33","135.76","137.27","52,485,780"
"06/30/2021","136.17","137.41","135.87","136.96","63,261,390"
"06/29/2021","134.8","136.49","134.35","136.33","64,556,080"
"06/28/2021","133.41","135.245","133.35","134.78","62,111,300"
"06/25/2021","133.46","133.89","132.81","133.11","70,783,750"
"06/24/2021","134.45","134.64","132.93","133.41","68,711,000"
"06/23/2021","133.77","134.32","133.23","133.7","60,214,200"
"06/22/2021","132.13","134.08","131.62","133.98","74,783,620"
"06/21/2021","130.3","132.41","129.21","132.3","79,663,320"
"06/18/2021","130.71","131.51","130.24","130.46","108,953,300"
"06/17/2021","129.8","132.55","129.65","131.79","96,721,670"
"06/16/2021","130.37","130.89","128.461","130.15","91,815,030"
"06/15/2021","129.94","130.6","129.39","129.64","62,746,330"
"06/14/2021","127.82","130.54","127.07","130.48","96,906,490"
"06/11/2021","126.53","127.44","126.1","127.35","53,522,370"
"06/10/2021","127.02","128.19","125.94","126.11","71,186,420"
"06/09/2021","127.21","127.75","126.52","127.13","56,877,940"
"06/08/2021","126.6","128.46","126.2101","126.74","74,403,770"
"06/07/2021","126.17","126.32","124.8321","125.9","71,057,550"
"06/04/2021","124.07","126.16","123.85","125.89","75,169,340"
"06/03/2021","124.68","124.85","123.13","123.54","76,229,170"
"06/02/2021","124.28","125.24","124.05","125.06","59,278,860"
"06/01/2021","125.08","125.35","123.94","124.28","67,637,120"
"05/28/2021","125.57","125.8","124.55","124.61","71,311,110"
"05/27/2021","126.44","127.64","125.08","125.28","94,625,600"
"05/26/2021","126.955","127.39","126.42","126.85","56,575,920"
"05/25/2021","127.82","128.32","126.32","126.9","72,009,480"
"05/24/2021","126.01","127.94","125.94","127.1","63,092,950"
"05/21/2021","127.82","128","125.21","125.43","79,295,440"
"05/20/2021","125.23","127.72","125.1","127.31","76,857,120"
"05/19/2021","123.16","124.915","122.86","124.69","92,611,990"
"05/18/2021","126.56","126.99","124.78","124.85","63,342,930"
"05/17/2021","126.82","126.93","125.17","126.27","74,116,550"
"05/14/2021","126.25","127.89","125.85","127.45","81,917,950"
"05/13/2021","124.58","126.15","124.26","124.97","105,861,300"
"05/12/2021","123.4","124.64","122.25","122.77","112,172,300"
"05/11/2021","123.5","126.27","122.77","125.91","126,142,800"
"05/10/2021","129.41","129.54","126.81","126.85","88,071,230"
"05/07/2021","130.85","131.2582","129.475","130.21","78,973,270"
"05/06/2021","127.89","129.75","127.13","129.74","78,128,330"
"05/05/2021","129.2","130.45","127.97","128.1","84,000,900"
"05/04/2021","131.19","131.4899","126.7","127.85","137,564,700"
"05/03/2021","132.04","134.07","131.83","132.54","75,135,100"
"04/30/2021","131.78","133.56","131.065","131.46","109,839,500"
"04/29/2021","136.47","137.07","132.45","133.48","151,101,000"
"04/28/2021","134.31","135.02","133.08","133.58","107,760,100"
"04/27/2021","135.01","135.41","134.11","134.39","66,015,800"
"04/26/2021","134.83","135.06","133.56","134.72","66,905,070"
"04/23/2021","132.16","135.12","132.16","134.32","78,756,780"
"04/22/2021","133.04","134.15","131.41","131.94","84,566,460"
"04/21/2021","132.36","133.75","131.3001","133.5","68,847,140"
"04/20/2021","135.02","135.53","131.81","133.11","94,812,350"
"04/19/2021","133.51","135.47","133.34","134.84","94,264,220"
"04/16/2021","134.3","134.67","133.28","134.16","84,922,390"
"04/15/2021","133.82","135","133.64","134.5","89,347,100"
"04/14/2021","134.94","135","131.655","132.03","87,222,780"
"04/13/2021","132.44","134.66","131.93","134.43","91,266,550"
"04/12/2021","132.52","132.85","130.63","131.24","91,419,980"
"04/09/2021","129.8","133.04","129.47","132.995","106,686,700"
"04/08/2021","128.95","130.39","128.52","130.36","88,844,590"
"04/07/2021","125.83","127.92","125.14","127.9","83,466,720"
"04/06/2021","126.5","127.13","125.65","126.21","80,171,250"
"04/05/2021","123.87","126.1601","123.07","125.9","88,651,180"
"04/01/2021","123.66","124.18","122.49","123","75,089,130"
"03/31/2021","121.65","123.52","121.15","122.15","118,323,800"
"03/30/2021","120.11","120.4031","118.86","119.9","85,671,920"
"03/29/2021","121.65","122.58","120.7299","121.39","80,819,200"
"03/26/2021","120.35","121.48","118.92","121.21","94,071,230"
"03/25/2021","119.54","121.66","119","120.59","98,844,680"
"03/24/2021","122.82","122.9","120.065","120.09","88,530,490"
"03/23/2021","123.33","124.24","122.14","122.54","95,467,140"
"03/22/2021","120.33","123.87","120.26","123.39","111,912,300"
"03/19/2021","119.9","121.43","119.675","119.99","185,549,500"
"03/18/2021","122.88","123.18","120.32","120.53","121,469,800"
"03/17/2021","124.05","125.8599","122.336","124.76","111,932,600"
"03/16/2021","125.7","127.22","124.715","125.57","115,227,900"
"03/15/2021","121.41","124","120.42","123.99","92,590,560"
"03/12/2021","120.4","121.17","119.16","121.03","88,105,050"
"03/11/2021","122.54","123.21","121.26","121.96","103,026,500"
"03/10/2021","121.69","122.17","119.45","119.98","111,943,300"
"03/09/2021","119.03","122.06","118.79","121.085","129,525,800"
"03/08/2021","120.93","121","116.21","116.36","154,376,600"
"03/05/2021","120.98","121.935","117.57","121.42","153,766,600"
"03/04/2021","121.75","123.6","118.62","120.13","178,155,000"
"03/03/2021","124.81","125.71","121.84","122.06","112,966,300"
"03/02/2021","128.41","128.72","125.01","125.12","102,260,900"
"03/01/2021","123.75","127.93","122.79","127.79","116,307,900"
"02/26/2021","122.59","124.85","121.2","121.26","164,560,400"
"02/25/2021","124.68","126.4585","120.54","120.99","148,199,500"
"02/24/2021","124.94","125.56","122.23","125.35","111,039,900"
"02/23/2021","123.76","126.71","118.39","125.86","158,273,000"
"02/22/2021","128.01","129.72","125.6","126","103,916,400"
"02/19/2021","130.24","130.71","128.8","129.87","87,668,830"
"02/18/2021","129.2","129.995","127.41","129.71","96,856,750"
"02/17/2021","131.25","132.22","129.47","130.84","98,085,250"
"02/16/2021","135.49","136.01","132.79","133.19","80,576,320"
"02/12/2021","134.35","135.53","133.6921","135.37","60,145,130"
"02/11/2021","135.9","136.39","133.77","135.13","64,280,030"
"02/10/2021","136.48","136.99","134.4","135.39","73,046,560"
"02/09/2021","136.62","137.877","135.85","136.01","76,774,210"
"02/08/2021","136.03","136.96","134.92","136.91","71,297,210"
"02/05/2021","137.35","137.42","135.86","136.76","75,693,830"
"02/04/2021","136.3","137.4","134.59","137.39","84,183,060"
"02/03/2021","135.76","135.77","133.61","133.94","89,880,940"
"02/02/2021","135.73","136.31","134.61","134.99","83,305,370"
"02/01/2021","133.75","135.38","130.93","134.14","106,239,800"
"01/29/2021","135.83","136.74","130.21","131.96","177,523,800"
"01/28/2021","139.52","141.99","136.7","137.09","142,621,100"
"01/27/2021","143.43","144.3","140.41","142.06","140,843,800"
"01/26/2021","143.6","144.3","141.37","143.16","98,390,560"
"01/25/2021","143.07","145.09","136.54","142.92","157,611,700"
"01/22/2021","136.28","139.85","135.02","139.07","114,459,400"
"01/21/2021","133.8","139.67","133.59","136.87","120,529,500"
"01/20/2021","128.66","132.49","128.55","132.03","104,319,500"
"01/19/2021","127.78","128.71","126.938","127.83","90,757,330"
"01/15/2021","128.78","130.2242","127","127.14","111,598,500"
"01/14/2021","130.8","131","128.76","128.91","90,221,760"
"01/13/2021","128.76","131.45","128.49","130.89","88,636,830"
"01/12/2021","128.5","129.69","126.86","128.8","91,951,150"
"01/11/2021","129.19","130.17","128.5","128.98","100,620,900"
"01/08/2021","132.43","132.63","130.23","132.05","105,158,200"
"01/07/2021","128.36","131.63","127.86","130.92","109,578,200"
"01/06/2021","127.72","131.0499","126.382","126.6","155,088,000"
"01/05/2021","128.89","131.74","128.43","131.01","97,664,900"
"01/04/2021","133.52","133.6116","126.76","129.41","143,301,900"
"12/31/2020","134.08","134.74","131.72","132.69","99,116,590"
"12/30/2020","135.58","135.99","133.4","133.72","96,452,120"
"12/29/2020","138.05","138.789","134.3409","134.87","121,047,300"
"12/28/2020","133.99","137.34","133.51","136.69","124,486,200"
"12/24/2020","131.32","133.46","131.1","131.97","54,930,060"
"12/23/2020","132.16","132.43","130.78","130.96","88,223,690"
"12/22/2020","131.61","134.405","129.65","131.88","169,351,800"
"12/21/2020","125.02","128.31","123.449","128.23","121,251,600"
"12/18/2020","128.96","129.1","126.12","126.655","192,541,500"
"12/17/2020","128.9","129.58","128.045","128.7","94,359,810"
"12/16/2020","127.41","128.37","126.56","127.81","98,208,590"
"12/15/2020","124.34","127.9","124.13","127.88","157,572,300"
"12/14/2020","122.6","123.35","121.54","121.78","79,075,990"
"12/11/2020","122.43","122.76","120.55","122.41","86,939,790"
"12/10/2020","120.5","123.87","120.15","123.24","81,312,170"
"12/09/2020","124.53","125.95","121","121.78","115,089,200"
"12/08/2020","124.37","124.98","123.09","124.38","82,225,510"
"12/07/2020","122.31","124.57","122.25","123.75","86,711,990"
"12/04/2020","122.6","122.8608","121.52","122.25","78,260,420"
"12/03/2020","123.52","123.78","122.21","122.94","78,967,630"
"12/02/2020","122.02","123.37","120.89","123.08","89,004,200"
"12/01/2020","121.01","123.4693","120.01","122.72","128,166,800"
"11/30/2020","116.97","120.97","116.81","119.05","169,410,200"
"11/27/2020","116.57","117.49","116.22","116.59","46,691,330"
"11/25/2020","115.55","116.75","115.17","116.03","76,499,230"
"11/24/2020","113.91","115.85","112.59","115.17","113,874,200"
"11/23/2020","117.18","117.6202","113.75","113.85","127,959,300"
"11/20/2020","118.64","118.77","117.29","117.34","73,604,290"
"11/19/2020","117.59","119.06","116.81","118.64","74,112,970"
"11/18/2020","118.61","119.82","118","118.03","76,322,110"
"11/17/2020","119.55","120.6741","118.96","119.39","74,270,970"
"11/16/2020","118.92","120.99","118.146","120.3","91,183,020"
"11/13/2020","119.44","119.6717","117.87","119.26","81,688,590"
"11/12/2020","119.62","120.53","118.57","119.21","103,350,700"
"11/11/2020","117.19","119.63","116.44","119.49","112,295,000"
"11/10/2020","115.55","117.59","114.13","115.97","138,023,400"
"11/09/2020","120.5","121.99","116.05","116.32","154,515,300"
"11/06/2020","118.32","119.2","116.13","118.69","114,457,900"
"11/05/2020","117.95","119.62","116.8686","119.03","126,387,100"
"11/04/2020","114.14","115.59","112.35","114.95","138,235,500"
"11/03/2020","109.66","111.49","108.73","110.44","107,624,400"
"11/02/2020","109.11","110.68","107.32","108.77","122,866,900"
"10/30/2020","111.06","111.99","107.72","108.86","190,573,500"
"10/29/2020","112.37","116.93","112.2","115.32","146,129,200"
"10/28/2020","115.05","115.43","111.1","111.2","143,937,800"
"10/27/2020","115.49","117.28","114.5399","116.6","92,276,770"
"10/26/2020","114.01","116.55","112.88","115.05","111,850,700"
"10/23/2020","116.39","116.55","114.28","115.04","82,572,650"
"10/22/2020","117.45","118.04","114.59","115.75","101,988,000"
"10/21/2020","116.67","118.705","116.45","116.87","89,945,980"
"10/20/2020","116.2","118.98","115.63","117.51","124,423,700"
"10/19/2020","119.96","120.419","115.66","115.98","120,639,300"
"10/16/2020","121.28","121.548","118.81","119.02","115,393,800"
"10/15/2020","118.72","121.2","118.15","120.71","112,559,200"
"10/14/2020","121","123.03","119.62","121.19","151,062,300"
"10/13/2020","125.27","125.39","119.65","121.1","262,330,500"
"10/12/2020","120.06","125.18","119.2845","124.4","240,226,800"
"10/09/2020","115.28","117","114.92","116.97","100,506,900"
"10/08/2020","116.25","116.4","114.5901","114.97","83,477,150"
"10/07/2020","114.62","115.55","114.13","115.08","96,848,990"
"10/06/2020","115.7","116.12","112.25","113.16","161,498,200"
"10/05/2020","113.91","116.65","113.55","116.5","106,243,800"
"10/02/2020","112.89","115.37","112.22","113.02","144,712,000"
"10/01/2020","117.64","117.72","115.83","116.79","116,120,400"
"09/30/2020","113.79","117.26","113.62","115.81","142,675,200"
"09/29/2020","114.55","115.31","113.57","114.09","100,060,500"
"09/28/2020","115.01","115.32","112.78","114.96","137,672,400"
"09/25/2020","108.43","112.44","107.67","112.28","149,981,400"
"09/24/2020","105.17","110.25","105","108.22","167,743,300"
"09/23/2020","111.62","112.11","106.77","107.12","150,718,700"
"09/22/2020","112.68","112.86","109.16","111.81","183,055,400"
"09/21/2020","104.54","110.19","103.1","110.08","195,713,800"
"09/18/2020","110.4","110.88","106.09","106.84","287,104,900"
"09/17/2020","109.72","112.2","108.71","110.34","178,011,000"
"09/16/2020","115.23","116","112.04","112.13","155,026,700"
"09/15/2020","118.33","118.829","113.61","115.54","184,642,000"
"09/14/2020","114.72","115.93","112.8","115.355","140,150,100"
"09/11/2020","114.57","115.23","110","112","180,860,300"
"09/10/2020","120.36","120.5","112.5","113.49","182,274,400"
"09/09/2020","117.26","119.14","115.26","117.32","176,940,500"
"09/08/2020","113.95","118.99","112.68","112.82","231,366,600"
"09/04/2020","120.07","123.7","110.89","120.96","332,607,200"
"09/03/2020","126.91","128.84","120.5","120.88","257,599,600"
"09/02/2020","137.59","137.98","127","131.4","200,119,000"
"09/01/2020","132.76","134.8","130.53","134.18","152,470,100"
